id,split,source,source_index,variant,color,quality_score,visible_fraction,angle,blur,hand_occlusion,detection_overlay,bbox_xyxy,yolo_label,image,label,overlay
bangle_comp_045_1,test,bangle_gpt_045.png,45,1,imperial_green,87.131,1.0,-16.777,0.0,right,red_orange,"[345, 934, 885, 1233]",0 0.610119 0.604632 0.535714 0.166853,images/test/bangle_comp_045_1.jpg,labels/test/bangle_comp_045_1.txt,qa/overlays/test/bangle_comp_045_1.jpg
bangle_comp_045_2,test,bangle_gpt_045.png,45,2,yellow_honey,82.799,1.0,-21.667,0.0,right,red_orange,"[215, 824, 646, 1099]",0 0.427083 0.536551 0.427579 0.153460,images/test/bangle_comp_045_2.jpg,labels/test/bangle_comp_045_2.txt,qa/overlays/test/bangle_comp_045_2.jpg
bangle_comp_046_1,train,bangle_gpt_046.png,46,1,lavender_purple,73.637,0.9075,8.319,0.554,bottom,red_orange,"[399, 872, 758, 1104]",0 0.573909 0.551339 0.356151 0.129464,images/train/bangle_comp_046_1.jpg,labels/train/bangle_comp_046_1.txt,qa/overlays/train/bangle_comp_046_1.jpg
bangle_comp_046_2,train,bangle_gpt_046.png,46,2,black_ink,68.398,0.9448,-31.823,0.0,bottom,red_orange,"[226, 718, 504, 925]",0 0.362103 0.458426 0.275794 0.115513,images/train/bangle_comp_046_2.jpg,labels/train/bangle_comp_046_2.txt,qa/overlays/train/bangle_comp_046_2.jpg
bangle_comp_047_1,train,bangle_gpt_047.png,47,1,icy_white,85.914,1.0,11.576,0.0,bottom,none,"[176, 893, 624, 1208]",0 0.396825 0.586217 0.444444 0.175781,images/train/bangle_comp_047_1.jpg,labels/train/bangle_comp_047_1.txt,qa/overlays/train/bangle_comp_047_1.jpg
bangle_comp_047_2,train,bangle_gpt_047.png,47,2,blue_water,68.186,0.8458,12.161,0.72,right,none,"[418, 660, 779, 897]",0 0.593750 0.434431 0.358135 0.132254,images/train/bangle_comp_047_2.jpg,labels/train/bangle_comp_047_2.txt,qa/overlays/train/bangle_comp_047_2.jpg
bangle_comp_048_1,train,bangle_gpt_048.png,48,1,bean_green,79.571,1.0,-6.352,0.0,none,none,"[302, 1017, 655, 1238]",0 0.474702 0.629185 0.350198 0.123326,images/train/bangle_comp_048_1.jpg,labels/train/bangle_comp_048_1.txt,qa/overlays/train/bangle_comp_048_1.jpg
bangle_comp_048_2,train,bangle_gpt_048.png,48,2,dark_green,78.05,1.0,-8.223,0.0,left,red_orange,"[201, 694, 596, 898]",0 0.395337 0.444196 0.391865 0.113839,images/train/bangle_comp_048_2.jpg,labels/train/bangle_comp_048_2.txt,qa/overlays/train/bangle_comp_048_2.jpg
bangle_comp_049_1,train,bangle_gpt_049.png,49,1,white_green_flower,90.374,1.0,20.465,0.0,none,red_orange,"[333, 603, 893, 950]",0 0.608135 0.433315 0.555556 0.193638,images/train/bangle_comp_049_1.jpg,labels/train/bangle_comp_049_1.txt,qa/overlays/train/bangle_comp_049_1.jpg
bangle_comp_049_2,train,bangle_gpt_049.png,49,2,apple_green,74.468,1.0,-4.82,1.367,none,none,"[281, 627, 709, 859]",0 0.491071 0.414621 0.424603 0.129464,images/train/bangle_comp_049_2.jpg,labels/train/bangle_comp_049_2.txt,qa/overlays/train/bangle_comp_049_2.jpg
bangle_comp_050_1,train,bangle_gpt_050.png,50,1,imperial_green,87.666,0.9813,19.992,0.855,bottom,red_orange,"[212, 550, 737, 943]",0 0.470734 0.416574 0.520833 0.219308,images/train/bangle_comp_050_1.jpg,labels/train/bangle_comp_050_1.txt,qa/overlays/train/bangle_comp_050_1.jpg
bangle_comp_050_2,train,bangle_gpt_050.png,50,2,yellow_honey,72.007,0.9347,33.568,0.505,left,none,"[435, 862, 791, 1151]",0 0.608135 0.561663 0.353175 0.161272,images/train/bangle_comp_050_2.jpg,labels/train/bangle_comp_050_2.txt,qa/overlays/train/bangle_comp_050_2.jpg
bangle_comp_051_1,train,bangle_gpt_051.png,51,1,lavender_purple,77.576,1.0,-30.239,0.0,none,none,"[222, 843, 583, 1109]",0 0.399306 0.544643 0.358135 0.148438,images/train/bangle_comp_051_1.jpg,labels/train/bangle_comp_051_1.txt,qa/overlays/train/bangle_comp_051_1.jpg
bangle_comp_051_2,train,bangle_gpt_051.png,51,2,black_ink,87.952,1.0,0.847,0.0,none,red_orange,"[169, 932, 696, 1193]",0 0.429067 0.592913 0.522817 0.145647,images/train/bangle_comp_051_2.jpg,labels/train/bangle_comp_051_2.txt,qa/overlays/train/bangle_comp_051_2.jpg
bangle_comp_052_1,test,bangle_gpt_052.png,52,1,icy_white,88.852,1.0,-30.436,0.0,bottom,none,"[158, 872, 661, 1247]",0 0.406250 0.591239 0.499008 0.209263,images/test/bangle_comp_052_1.jpg,labels/test/bangle_comp_052_1.txt,qa/overlays/test/bangle_comp_052_1.jpg
bangle_comp_052_2,test,bangle_gpt_052.png,52,2,blue_water,82.782,1.0,21.976,0.0,bottom,none,"[224, 801, 628, 1095]",0 0.422619 0.529018 0.400794 0.164062,images/test/bangle_comp_052_2.jpg,labels/test/bangle_comp_052_2.txt,qa/overlays/test/bangle_comp_052_2.jpg
bangle_comp_053_1,train,bangle_gpt_053.png,53,1,bean_green,94.274,1.0,-2.567,0.0,left,none,"[284, 690, 863, 1013]",0 0.568948 0.475167 0.574405 0.180246,images/train/bangle_comp_053_1.jpg,labels/train/bangle_comp_053_1.txt,qa/overlays/train/bangle_comp_053_1.jpg
bangle_comp_053_2,train,bangle_gpt_053.png,53,2,dark_green,73.786,1.0,21.207,0.667,none,red_orange,"[272, 829, 602, 1064]",0 0.433532 0.528181 0.327381 0.131138,images/train/bangle_comp_053_2.jpg,labels/train/bangle_comp_053_2.txt,qa/overlays/train/bangle_comp_053_2.jpg
bangle_comp_054_1,train,bangle_gpt_054.png,54,1,white_green_flower,86.068,1.0,-13.425,0.0,none,red_orange,"[286, 643, 792, 917]",0 0.534722 0.435268 0.501984 0.152902,images/train/bangle_comp_054_1.jpg,labels/train/bangle_comp_054_1.txt,qa/overlays/train/bangle_comp_054_1.jpg
bangle_comp_054_2,train,bangle_gpt_054.png,54,2,apple_green,76.711,1.0,20.069,0.0,none,none,"[407, 864, 748, 1069]",0 0.572917 0.539342 0.338294 0.114397,images/train/bangle_comp_054_2.jpg,labels/train/bangle_comp_054_2.txt,qa/overlays/train/bangle_comp_054_2.jpg
bangle_comp_055_1,train,bangle_gpt_055.png,55,1,imperial_green,75.479,1.0,18.557,0.0,none,none,"[280, 809, 585, 1006]",0 0.429067 0.506417 0.302579 0.109933,images/train/bangle_comp_055_1.jpg,labels/train/bangle_comp_055_1.txt,qa/overlays/train/bangle_comp_055_1.jpg
bangle_comp_055_2,train,bangle_gpt_055.png,55,2,yellow_honey,83.851,1.0,2.299,0.0,none,none,"[312, 996, 793, 1220]",0 0.548115 0.618304 0.477183 0.125000,images/train/bangle_comp_055_2.jpg,labels/train/bangle_comp_055_2.txt,qa/overlays/train/bangle_comp_055_2.jpg
bangle_comp_056_1,test,bangle_gpt_056.png,56,1,lavender_purple,86.703,0.9988,-25.722,0.847,left,red_orange,"[145, 827, 662, 1220]",0 0.400298 0.571150 0.512897 0.219308,images/test/bangle_comp_056_1.jpg,labels/test/bangle_comp_056_1.txt,qa/overlays/test/bangle_comp_056_1.jpg
bangle_comp_056_2,test,bangle_gpt_056.png,56,2,black_ink,92.058,1.0,25.988,0.0,bottom,none,"[250, 883, 823, 1263]",0 0.532242 0.598772 0.568452 0.212054,images/test/bangle_comp_056_2.jpg,labels/test/bangle_comp_056_2.txt,qa/overlays/test/bangle_comp_056_2.jpg
bangle_comp_057_1,test,bangle_gpt_057.png,57,1,icy_white,87.743,1.0,29.792,0.0,right,red_orange,"[145, 682, 698, 1122]",0 0.418155 0.503348 0.548611 0.245536,images/test/bangle_comp_057_1.jpg,labels/test/bangle_comp_057_1.txt,qa/overlays/test/bangle_comp_057_1.jpg
bangle_comp_057_2,test,bangle_gpt_057.png,57,2,blue_water,85.48,1.0,7.035,0.814,none,red_orange,"[152, 932, 676, 1257]",0 0.410714 0.610770 0.519841 0.181362,images/test/bangle_comp_057_2.jpg,labels/test/bangle_comp_057_2.txt,qa/overlays/test/bangle_comp_057_2.jpg
bangle_comp_058_1,train,bangle_gpt_058.png,58,1,bean_green,87.849,0.953,20.261,0.0,bottom,red_orange,"[203, 861, 717, 1189]",0 0.456349 0.571987 0.509921 0.183036,images/train/bangle_comp_058_1.jpg,labels/train/bangle_comp_058_1.txt,qa/overlays/train/bangle_comp_058_1.jpg
bangle_comp_058_2,train,bangle_gpt_058.png,58,2,dark_green,77.069,1.0,29.105,0.0,none,none,"[415, 852, 770, 1101]",0 0.587798 0.544922 0.352183 0.138951,images/train/bangle_comp_058_2.jpg,labels/train/bangle_comp_058_2.txt,qa/overlays/train/bangle_comp_058_2.jpg
bangle_comp_059_1,val,bangle_gpt_059.png,59,1,white_green_flower,79.292,1.0,12.605,0.0,right,none,"[285, 991, 674, 1201]",0 0.475694 0.611607 0.385913 0.117188,images/val/bangle_comp_059_1.jpg,labels/val/bangle_comp_059_1.txt,qa/overlays/val/bangle_comp_059_1.jpg
bangle_comp_059_2,val,bangle_gpt_059.png,59,2,apple_green,89.25,0.9802,-29.144,0.0,none,red_orange,"[245, 915, 740, 1288]",0 0.488591 0.614676 0.491071 0.208147,images/val/bangle_comp_059_2.jpg,labels/val/bangle_comp_059_2.txt,qa/overlays/val/bangle_comp_059_2.jpg
bangle_comp_060_1,train,bangle_gpt_060.png,60,1,imperial_green,86.402,0.9984,-28.692,0.0,none,red_orange,"[275, 944, 730, 1288]",0 0.498512 0.622768 0.451389 0.191964,images/train/bangle_comp_060_1.jpg,labels/train/bangle_comp_060_1.txt,qa/overlays/train/bangle_comp_060_1.jpg
bangle_comp_060_2,train,bangle_gpt_060.png,60,2,yellow_honey,73.146,1.0,-22.898,0.642,none,none,"[344, 918, 654, 1142]",0 0.495040 0.574777 0.307540 0.125000,images/train/bangle_comp_060_2.jpg,labels/train/bangle_comp_060_2.txt,qa/overlays/train/bangle_comp_060_2.jpg
bangle_comp_061_1,train,bangle_gpt_061.png,61,1,lavender_purple,75.156,1.0,-27.452,0.0,none,none,"[299, 749, 615, 969]",0 0.453373 0.479353 0.313492 0.122768,images/train/bangle_comp_061_1.jpg,labels/train/bangle_comp_061_1.txt,qa/overlays/train/bangle_comp_061_1.jpg
bangle_comp_061_2,train,bangle_gpt_061.png,61,2,black_ink,78.211,1.0,32.508,0.0,bottom,red_orange,"[409, 947, 783, 1247]",0 0.591270 0.612165 0.371032 0.167411,images/train/bangle_comp_061_2.jpg,labels/train/bangle_comp_061_2.txt,qa/overlays/train/bangle_comp_061_2.jpg
bangle_comp_062_1,train,bangle_gpt_062.png,62,1,icy_white,69.048,1.0,-33.837,1.382,bottom,none,"[435, 679, 795, 980]",0 0.610119 0.462891 0.357143 0.167969,images/train/bangle_comp_062_1.jpg,labels/train/bangle_comp_062_1.txt,qa/overlays/train/bangle_comp_062_1.jpg
bangle_comp_062_2,train,bangle_gpt_062.png,62,2,blue_water,82.466,1.0,-3.031,0.0,right,none,"[224, 747, 670, 959]",0 0.443452 0.476004 0.442460 0.118304,images/train/bangle_comp_062_2.jpg,labels/train/bangle_comp_062_2.txt,qa/overlays/train/bangle_comp_062_2.jpg
bangle_comp_063_1,train,bangle_gpt_063.png,63,1,bean_green,80.518,1.0,9.248,0.0,none,red_orange,"[421, 738, 868, 967]",0 0.639385 0.475725 0.443452 0.127790,images/train/bangle_comp_063_1.jpg,labels/train/bangle_comp_063_1.txt,qa/overlays/train/bangle_comp_063_1.jpg
bangle_comp_063_2,train,bangle_gpt_063.png,63,2,dark_green,75.135,1.0,10.457,0.0,right,none,"[463, 837, 770, 1007]",0 0.611607 0.514509 0.304563 0.094866,images/train/bangle_comp_063_2.jpg,labels/train/bangle_comp_063_2.txt,qa/overlays/train/bangle_comp_063_2.jpg
bangle_comp_064_1,train,bangle_gpt_064.png,64,1,white_green_flower,77.9,1.0,4.673,0.768,right,none,"[378, 845, 798, 1070]",0 0.583333 0.534319 0.416667 0.125558,images/train/bangle_comp_064_1.jpg,labels/train/bangle_comp_064_1.txt,qa/overlays/train/bangle_comp_064_1.jpg
bangle_comp_064_2,train,bangle_gpt_064.png,64,2,apple_green,86.032,1.0,-12.438,0.745,right,red_orange,"[359, 600, 901, 946]",0 0.625000 0.431362 0.537698 0.193080,images/train/bangle_comp_064_2.jpg,labels/train/bangle_comp_064_2.txt,qa/overlays/train/bangle_comp_064_2.jpg
bangle_comp_065_1,train,bangle_gpt_065.png,65,1,imperial_green,73.787,1.0,-27.909,0.0,none,none,"[204, 744, 530, 974]",0 0.364087 0.479353 0.323413 0.128348,images/train/bangle_comp_065_1.jpg,labels/train/bangle_comp_065_1.txt,qa/overlays/train/bangle_comp_065_1.jpg
bangle_comp_065_2,train,bangle_gpt_065.png,65,2,yellow_honey,82.419,1.0,20.749,0.9,none,none,"[114, 590, 616, 950]",0 0.362103 0.429688 0.498016 0.200893,images/train/bangle_comp_065_2.jpg,labels/train/bangle_comp_065_2.txt,qa/overlays/train/bangle_comp_065_2.jpg
bangle_comp_066_1,train,bangle_gpt_066.png,66,1,lavender_purple,70.611,1.0,-18.922,1.489,none,none,"[379, 769, 735, 1021]",0 0.552579 0.499442 0.353175 0.140625,images/train/bangle_comp_066_1.jpg,labels/train/bangle_comp_066_1.txt,qa/overlays/train/bangle_comp_066_1.jpg
bangle_comp_066_2,train,bangle_gpt_066.png,66,2,black_ink,91.721,1.0,-10.975,0.0,none,red_orange,"[278, 824, 880, 1219]",0 0.574405 0.570033 0.597222 0.220424,images/train/bangle_comp_066_2.jpg,labels/train/bangle_comp_066_2.txt,qa/overlays/train/bangle_comp_066_2.jpg
bangle_comp_067_1,val,bangle_gpt_067.png,67,1,icy_white,80.183,1.0,19.497,0.0,none,red_orange,"[325, 632, 746, 877]",0 0.531250 0.421038 0.417659 0.136719,images/val/bangle_comp_067_1.jpg,labels/val/bangle_comp_067_1.txt,qa/overlays/val/bangle_comp_067_1.jpg
bangle_comp_067_2,val,bangle_gpt_067.png,67,2,blue_water,90.088,1.0,16.708,0.0,none,none,"[209, 890, 837, 1283]",0 0.518849 0.606306 0.623016 0.219308,images/val/bangle_comp_067_2.jpg,labels/val/bangle_comp_067_2.txt,qa/overlays/val/bangle_comp_067_2.jpg
bangle_comp_068_1,train,bangle_gpt_068.png,68,1,bean_green,76.512,1.0,-1.076,0.97,right,red_orange,"[169, 945, 611, 1175]",0 0.386905 0.591518 0.438492 0.128348,images/train/bangle_comp_068_1.jpg,labels/train/bangle_comp_068_1.txt,qa/overlays/train/bangle_comp_068_1.jpg
bangle_comp_068_2,train,bangle_gpt_068.png,68,2,dark_green,73.376,1.0,7.557,0.431,none,none,"[255, 958, 563, 1145]",0 0.405754 0.586775 0.305556 0.104353,images/train/bangle_comp_068_2.jpg,labels/train/bangle_comp_068_2.txt,qa/overlays/train/bangle_comp_068_2.jpg
bangle_comp_069_1,test,bangle_gpt_069.png,69,1,white_green_flower,93.197,1.0,-13.283,0.0,right,red_orange,"[219, 638, 823, 951]",0 0.516865 0.443359 0.599206 0.174665,images/test/bangle_comp_069_1.jpg,labels/test/bangle_comp_069_1.txt,qa/overlays/test/bangle_comp_069_1.jpg
bangle_comp_069_2,test,bangle_gpt_069.png,69,2,apple_green,94.951,1.0,-5.047,0.0,bottom,none,"[271, 911, 883, 1264]",0 0.572421 0.606864 0.607143 0.196987,images/test/bangle_comp_069_2.jpg,labels/test/bangle_comp_069_2.txt,qa/overlays/test/bangle_comp_069_2.jpg
bangle_comp_070_1,train,bangle_gpt_070.png,70,1,imperial_green,82.269,1.0,-5.838,0.0,none,none,"[205, 647, 627, 904]",0 0.412698 0.432757 0.418651 0.143415,images/train/bangle_comp_070_1.jpg,labels/train/bangle_comp_070_1.txt,qa/overlays/train/bangle_comp_070_1.jpg
bangle_comp_070_2,train,bangle_gpt_070.png,70,2,yellow_honey,81.374,1.0,-14.712,0.0,none,red_orange,"[191, 910, 629, 1155]",0 0.406746 0.576172 0.434524 0.136719,images/train/bangle_comp_070_2.jpg,labels/train/bangle_comp_070_2.txt,qa/overlays/train/bangle_comp_070_2.jpg
bangle_comp_071_1,train,bangle_gpt_071.png,71,1,lavender_purple,90.422,1.0,25.108,0.0,none,none,"[295, 760, 818, 1102]",0 0.552083 0.519531 0.518849 0.190848,images/train/bangle_comp_071_1.jpg,labels/train/bangle_comp_071_1.txt,qa/overlays/train/bangle_comp_071_1.jpg
bangle_comp_071_2,train,bangle_gpt_071.png,71,2,black_ink,62.091,0.7944,-18.401,0.91,bottom,none,"[383, 781, 694, 951]",0 0.534226 0.483259 0.308532 0.094866,images/train/bangle_comp_071_2.jpg,labels/train/bangle_comp_071_2.txt,qa/overlays/train/bangle_comp_071_2.jpg
bangle_comp_072_1,val,bangle_gpt_072.png,72,1,icy_white,81.404,1.0,-5.868,0.0,right,red_orange,"[176, 832, 601, 1051]",0 0.385417 0.525391 0.421627 0.122210,images/val/bangle_comp_072_1.jpg,labels/val/bangle_comp_072_1.txt,qa/overlays/val/bangle_comp_072_1.jpg
bangle_comp_072_2,val,bangle_gpt_072.png,72,2,blue_water,88.465,1.0,-13.205,0.0,none,none,"[323, 895, 849, 1197]",0 0.581349 0.583705 0.521825 0.168527,images/val/bangle_comp_072_2.jpg,labels/val/bangle_comp_072_2.txt,qa/overlays/val/bangle_comp_072_2.jpg
bangle_comp_073_1,test,bangle_gpt_073.png,73,1,bean_green,84.212,1.0,-14.102,0.0,none,red_orange,"[400, 918, 848, 1221]",0 0.619048 0.596819 0.444444 0.169085,images/test/bangle_comp_073_1.jpg,labels/test/bangle_comp_073_1.txt,qa/overlays/test/bangle_comp_073_1.jpg
bangle_comp_073_2,test,bangle_gpt_073.png,73,2,dark_green,89.278,0.9876,8.812,0.445,left,red_orange,"[272, 705, 878, 1098]",0 0.570437 0.503069 0.601190 0.219308,images/test/bangle_comp_073_2.jpg,labels/test/bangle_comp_073_2.txt,qa/overlays/test/bangle_comp_073_2.jpg
bangle_comp_074_1,test,bangle_gpt_074.png,74,1,white_green_flower,87.957,1.0,-22.161,0.0,none,none,"[167, 608, 686, 941]",0 0.423115 0.432199 0.514881 0.185826,images/test/bangle_comp_074_1.jpg,labels/test/bangle_comp_074_1.txt,qa/overlays/test/bangle_comp_074_1.jpg
bangle_comp_074_2,test,bangle_gpt_074.png,74,2,apple_green,90.923,1.0,27.989,0.0,none,red_orange,"[371, 711, 862, 1115]",0 0.611607 0.509487 0.487103 0.225446,images/test/bangle_comp_074_2.jpg,labels/test/bangle_comp_074_2.txt,qa/overlays/test/bangle_comp_074_2.jpg
bangle_comp_075_1,val,bangle_gpt_075.png,75,1,imperial_green,83.897,1.0,19.147,0.0,none,none,"[361, 812, 786, 1100]",0 0.568948 0.533482 0.421627 0.160714,images/val/bangle_comp_075_1.jpg,labels/val/bangle_comp_075_1.txt,qa/overlays/val/bangle_comp_075_1.jpg
bangle_comp_075_2,val,bangle_gpt_075.png,75,2,yellow_honey,81.171,1.0,-13.44,0.644,right,none,"[302, 828, 714, 1102]",0 0.503968 0.538504 0.408730 0.152902,images/val/bangle_comp_075_2.jpg,labels/val/bangle_comp_075_2.txt,qa/overlays/val/bangle_comp_075_2.jpg
bangle_comp_076_1,train,bangle_gpt_076.png,76,1,lavender_purple,63.506,0.7719,13.142,0.689,right,red_orange,"[449, 871, 724, 1074]",0 0.581845 0.542690 0.272817 0.113281,images/train/bangle_comp_076_1.jpg,labels/train/bangle_comp_076_1.txt,qa/overlays/train/bangle_comp_076_1.jpg
bangle_comp_076_2,train,bangle_gpt_076.png,76,2,black_ink,91.841,1.0,25.145,0.0,none,none,"[292, 703, 856, 1093]",0 0.569444 0.501116 0.559524 0.217634,images/train/bangle_comp_076_2.jpg,labels/train/bangle_comp_076_2.txt,qa/overlays/train/bangle_comp_076_2.jpg
bangle_comp_077_1,train,bangle_gpt_077.png,77,1,icy_white,83.956,1.0,14.773,0.0,right,none,"[290, 926, 690, 1218]",0 0.486111 0.598214 0.396825 0.162946,images/train/bangle_comp_077_1.jpg,labels/train/bangle_comp_077_1.txt,qa/overlays/train/bangle_comp_077_1.jpg
bangle_comp_077_2,train,bangle_gpt_077.png,77,2,blue_water,68.549,1.0,10.738,1.556,none,none,"[305, 660, 680, 847]",0 0.488591 0.420480 0.372024 0.104353,images/train/bangle_comp_077_2.jpg,labels/train/bangle_comp_077_2.txt,qa/overlays/train/bangle_comp_077_2.jpg
bangle_comp_078_1,test,bangle_gpt_078.png,78,1,bean_green,95.223,1.0,-3.92,0.0,none,red_orange,"[117, 872, 701, 1239]",0 0.405754 0.589007 0.579365 0.204799,images/test/bangle_comp_078_1.jpg,labels/test/bangle_comp_078_1.txt,qa/overlays/test/bangle_comp_078_1.jpg
bangle_comp_078_2,test,bangle_gpt_078.png,78,2,dark_green,90.568,1.0,27.453,0.0,bottom,red_orange,"[253, 710, 735, 1081]",0 0.490079 0.499721 0.478175 0.207031,images/test/bangle_comp_078_2.jpg,labels/test/bangle_comp_078_2.txt,qa/overlays/test/bangle_comp_078_2.jpg
bangle_comp_079_1,test,bangle_gpt_079.png,79,1,white_green_flower,80.981,0.9371,10.102,0.0,bottom,none,"[385, 837, 805, 1098]",0 0.590278 0.539900 0.416667 0.145647,images/test/bangle_comp_079_1.jpg,labels/test/bangle_comp_079_1.txt,qa/overlays/test/bangle_comp_079_1.jpg
bangle_comp_079_2,test,bangle_gpt_079.png,79,2,apple_green,94.14,1.0,-1.132,0.0,right,none,"[184, 910, 728, 1246]",0 0.452381 0.601562 0.539683 0.187500,images/test/bangle_comp_079_2.jpg,labels/test/bangle_comp_079_2.txt,qa/overlays/test/bangle_comp_079_2.jpg
bangle_comp_080_1,train,bangle_gpt_080.png,80,1,imperial_green,87.304,1.0,13.858,0.737,bottom,none,"[281, 701, 784, 1047]",0 0.528274 0.487723 0.499008 0.193080,images/train/bangle_comp_080_1.jpg,labels/train/bangle_comp_080_1.txt,qa/overlays/train/bangle_comp_080_1.jpg
bangle_comp_080_2,train,bangle_gpt_080.png,80,2,yellow_honey,71.935,1.0,15.194,0.71,none,red_orange,"[245, 967, 600, 1160]",0 0.419147 0.593471 0.352183 0.107701,images/train/bangle_comp_080_2.jpg,labels/train/bangle_comp_080_2.txt,qa/overlays/train/bangle_comp_080_2.jpg
bangle_comp_081_1,train,bangle_gpt_081.png,81,1,lavender_purple,71.729,1.0,-17.233,0.78,bottom,none,"[438, 884, 785, 1089]",0 0.606647 0.550502 0.344246 0.114397,images/train/bangle_comp_081_1.jpg,labels/train/bangle_comp_081_1.txt,qa/overlays/train/bangle_comp_081_1.jpg
bangle_comp_081_2,train,bangle_gpt_081.png,81,2,black_ink,75.602,1.0,11.618,0.0,none,none,"[409, 675, 755, 860]",0 0.577381 0.428292 0.343254 0.103237,images/train/bangle_comp_081_2.jpg,labels/train/bangle_comp_081_2.txt,qa/overlays/train/bangle_comp_081_2.jpg
bangle_comp_082_1,val,bangle_gpt_082.png,82,1,icy_white,76.661,1.0,-33.466,0.0,none,none,"[281, 842, 604, 1110]",0 0.438988 0.544643 0.320437 0.149554,images/val/bangle_comp_082_1.jpg,labels/val/bangle_comp_082_1.txt,qa/overlays/val/bangle_comp_082_1.jpg
bangle_comp_082_2,val,bangle_gpt_082.png,82,2,blue_water,94.143,1.0,-28.261,0.0,none,none,"[233, 787, 773, 1164]",0 0.499008 0.544364 0.535714 0.210379,images/val/bangle_comp_082_2.jpg,labels/val/bangle_comp_082_2.txt,qa/overlays/val/bangle_comp_082_2.jpg
bangle_comp_083_1,train,bangle_gpt_083.png,83,1,bean_green,72.358,0.8465,-31.214,0.0,left,red_orange,"[384, 886, 726, 1164]",0 0.550595 0.571987 0.339286 0.155134,images/train/bangle_comp_083_1.jpg,labels/train/bangle_comp_083_1.txt,qa/overlays/train/bangle_comp_083_1.jpg
bangle_comp_083_2,train,bangle_gpt_083.png,83,2,dark_green,92.871,1.0,11.07,0.662,left,none,"[227, 697, 780, 1080]",0 0.499504 0.495815 0.548611 0.213728,images/train/bangle_comp_083_2.jpg,labels/train/bangle_comp_083_2.txt,qa/overlays/train/bangle_comp_083_2.jpg
bangle_comp_084_1,train,bangle_gpt_084.png,84,1,white_green_flower,74.638,1.0,17.233,1.135,none,red_orange,"[328, 609, 761, 869]",0 0.540179 0.412388 0.429563 0.145089,images/train/bangle_comp_084_1.jpg,labels/train/bangle_comp_084_1.txt,qa/overlays/train/bangle_comp_084_1.jpg
bangle_comp_084_2,train,bangle_gpt_084.png,84,2,apple_green,86.426,1.0,9.621,0.0,none,none,"[155, 930, 670, 1205]",0 0.409226 0.595703 0.510913 0.153460,images/train/bangle_comp_084_2.jpg,labels/train/bangle_comp_084_2.txt,qa/overlays/train/bangle_comp_084_2.jpg
bangle_comp_085_1,train,bangle_gpt_085.png,85,1,imperial_green,74.932,1.0,-33.365,0.0,none,none,"[211, 977, 549, 1259]",0 0.376984 0.623884 0.335317 0.157366,images/train/bangle_comp_085_1.jpg,labels/train/bangle_comp_085_1.txt,qa/overlays/train/bangle_comp_085_1.jpg
bangle_comp_085_2,train,bangle_gpt_085.png,85,2,yellow_honey,72.653,1.0,-16.402,0.895,none,none,"[215, 695, 608, 920]",0 0.408234 0.450614 0.389881 0.125558,images/train/bangle_comp_085_2.jpg,labels/train/bangle_comp_085_2.txt,qa/overlays/train/bangle_comp_085_2.jpg
bangle_comp_086_1,test,bangle_gpt_086.png,86,1,lavender_purple,92.737,1.0,19.166,0.0,right,red_orange,"[129, 750, 728, 1123]",0 0.425099 0.522600 0.594246 0.208147,images/test/bangle_comp_086_1.jpg,labels/test/bangle_comp_086_1.txt,qa/overlays/test/bangle_comp_086_1.jpg
bangle_comp_086_2,test,bangle_gpt_086.png,86,2,black_ink,81.933,0.9918,-15.744,0.0,bottom,red_orange,"[220, 742, 621, 1022]",0 0.417163 0.492188 0.397817 0.156250,images/test/bangle_comp_086_2.jpg,labels/test/bangle_comp_086_2.txt,qa/overlays/test/bangle_comp_086_2.jpg
bangle_comp_087_1,train,bangle_gpt_087.png,87,1,icy_white,79.174,1.0,-29.555,0.0,bottom,red_orange,"[277, 792, 632, 1068]",0 0.450893 0.518973 0.352183 0.154018,images/train/bangle_comp_087_1.jpg,labels/train/bangle_comp_087_1.txt,qa/overlays/train/bangle_comp_087_1.jpg
bangle_comp_087_2,train,bangle_gpt_087.png,87,2,blue_water,81.204,0.8459,7.509,0.0,right,red_orange,"[173, 819, 666, 1084]",0 0.416171 0.530971 0.489087 0.147879,images/train/bangle_comp_087_2.jpg,labels/train/bangle_comp_087_2.txt,qa/overlays/train/bangle_comp_087_2.jpg
bangle_comp_088_1,train,bangle_gpt_088.png,88,1,bean_green,83.031,0.9819,18.753,0.0,right,none,"[359, 734, 773, 1033]",0 0.561508 0.493025 0.410714 0.166853,images/train/bangle_comp_088_1.jpg,labels/train/bangle_comp_088_1.txt,qa/overlays/train/bangle_comp_088_1.jpg
bangle_comp_088_2,train,bangle_gpt_088.png,88,2,dark_green,76.177,1.0,20.781,0.0,left,red_orange,"[228, 966, 573, 1202]",0 0.397321 0.604911 0.342262 0.131696,images/train/bangle_comp_088_2.jpg,labels/train/bangle_comp_088_2.txt,qa/overlays/train/bangle_comp_088_2.jpg
bangle_comp_089_1,train,bangle_gpt_089.png,89,1,white_green_flower,86.863,1.0,-17.588,0.0,none,none,"[356, 898, 869, 1205]",0 0.607639 0.586775 0.508929 0.171317,images/train/bangle_comp_089_1.jpg,labels/train/bangle_comp_089_1.txt,qa/overlays/train/bangle_comp_089_1.jpg
