split,image,label,source_sample,source_image,source_kind,source_confidence,bbox_xyxy,bbox_yolo,angle,scale_x,scale_y,shear,tx,ty
train,images/train/low_conf_typical_04_29.jpg,labels/train/low_conf_typical_04_29.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"179.24,242.44,358.09,726.37",0 0.582785 0.473049 0.387959 0.472589,-3.4035,0.9635,0.9428,-3.4338,19.4539,-12.3416
train,images/train/low_conf_typical_04_30.jpg,labels/train/low_conf_typical_04_30.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"117.94,228.14,373.02,766.97",0 0.532495 0.485897 0.553300 0.526203,-2.8034,1.0485,1.0609,3.7284,-3.5728,2.3735
train,images/train/low_conf_typical_04_31.jpg,labels/train/low_conf_typical_04_31.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"163.99,281.66,364.30,764.48",0 0.572986 0.510814 0.434509 0.471504,-0.555,0.9429,0.9606,2.4468,16.0667,25.6292
train,images/train/low_conf_typical_04_32.jpg,labels/train/low_conf_typical_04_32.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"145.10,233.11,351.77,741.09",0 0.538907 0.475684 0.448322 0.496068,-0.5529,0.9514,1.0108,2.8397,0.3331,-9.5922
train,images/train/low_conf_typical_04_33.jpg,labels/train/low_conf_typical_04_33.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"154.05,244.27,375.09,730.00",0 0.573901 0.475719 0.479471 0.474343,3.8848,1.0279,0.9455,0.182,13.2119,-12.0894
train,images/train/low_conf_typical_04_34.jpg,labels/train/low_conf_typical_04_34.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"151.92,242.93,357.21,739.19",0 0.552198 0.479553 0.445327 0.484625,-4.9157,1.0083,0.958,-2.6802,5.0883,-4.907
train,images/train/low_conf_typical_04_35.jpg,labels/train/low_conf_typical_04_35.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"103.78,248.87,353.28,743.40",0 0.495723 0.484511 0.541217 0.482939,-5.3025,1.0231,0.9589,1.9069,-19.9775,0.231
train,images/train/low_conf_typical_04_36.jpg,labels/train/low_conf_typical_04_36.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"136.69,231.28,372.02,764.22",0 0.551743 0.486084 0.510469 0.520445,-4.2833,0.9461,1.0434,2.3167,7.3063,2.6577
train,images/train/low_conf_typical_04_37.jpg,labels/train/low_conf_typical_04_37.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"129.84,281.85,332.65,765.49",0 0.501624 0.511394 0.439936 0.472304,-3.6811,0.9728,0.9429,-0.9474,-17.4555,26.9883
train,images/train/low_conf_typical_04_38.jpg,labels/train/low_conf_typical_04_38.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"150.51,245.08,366.62,736.99",0 0.560886 0.479530 0.468787 0.480380,-2.6059,0.947,0.9684,2.1707,10.8805,-5.6634
train,images/train/low_conf_typical_04_39.jpg,labels/train/low_conf_typical_04_39.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"137.09,232.25,345.12,734.59",0 0.523007 0.472089 0.451269 0.490564,-2.9194,1.0672,0.9821,-1.7419,-9.817,-12.8143
train,images/train/low_conf_typical_04_40.jpg,labels/train/low_conf_typical_04_40.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"154.30,238.19,351.38,765.78",0 0.548465 0.490221 0.427510 0.515221,-1.5738,1.0055,1.0428,-0.4293,3.1092,6.1358
train,images/train/low_conf_typical_04_41.jpg,labels/train/low_conf_typical_04_41.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"156.66,231.92,380.13,746.72",0 0.582198 0.477854 0.484754 0.502734,-0.3607,1.0655,1.0251,2.4959,17.941,-7.2004
train,images/train/low_conf_typical_04_42.jpg,labels/train/low_conf_typical_04_42.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"137.13,250.81,333.83,752.23",0 0.510802 0.489766 0.426697 0.489676,0.5524,1.056,0.9968,0.6242,-15.5347,4.2503
train,images/train/low_conf_typical_04_43.jpg,labels/train/low_conf_typical_04_43.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"165.21,227.53,364.14,714.14",0 0.574134 0.459801 0.431534 0.475200,-2.7712,0.9586,0.9548,-0.2394,16.1883,-25.9785
train,images/train/low_conf_typical_04_44.jpg,labels/train/low_conf_typical_04_44.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"130.67,246.35,379.11,747.55",0 0.552897 0.485302 0.538915 0.489445,3.4769,1.0418,0.9817,-2.9742,2.5111,-1.652
train,images/train/low_conf_typical_04_45.jpg,labels/train/low_conf_typical_04_45.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"130.86,247.69,331.73,754.81",0 0.501733 0.489502 0.435727 0.495239,-1.4535,0.9493,1.004,1.3551,-16.9164,4.7397
train,images/train/low_conf_typical_04_46.jpg,labels/train/low_conf_typical_04_46.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"152.39,220.25,332.07,721.91",0 0.525454 0.460041 0.389759 0.489907,-3.5522,0.9485,0.9779,-3.0982,-6.5578,-25.1095
train,images/train/low_conf_typical_04_47.jpg,labels/train/low_conf_typical_04_47.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"144.81,244.13,359.40,757.12",0 0.546862 0.488890 0.465477 0.500967,2.0041,1.0695,1.0081,3.828,1.3016,3.0184
train,images/train/low_conf_typical_04_48.jpg,labels/train/low_conf_typical_04_48.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"118.76,244.82,351.59,776.08",0 0.510135 0.498487 0.505047 0.518813,-4.6218,1.0061,1.0343,0.5384,-13.4341,15.4532
train,images/train/low_conf_typical_04_49.jpg,labels/train/low_conf_typical_04_49.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"129.67,234.77,343.43,745.90",0 0.513123 0.478843 0.463678 0.499146,3.0088,1.0378,1.0007,0.5733,-14.7395,-7.7523
train,images/train/low_conf_typical_04_50.jpg,labels/train/low_conf_typical_04_50.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"133.88,261.75,361.71,767.39",0 0.537508 0.502513 0.494208 0.493791,-2.9729,1.0595,0.9906,0.6486,-2.3461,18.447
train,images/train/low_conf_typical_04_51.jpg,labels/train/low_conf_typical_04_51.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"150.14,204.16,385.43,747.14",0 0.580882 0.464505 0.510387 0.530251,3.7134,0.9789,1.0648,-2.0795,16.6804,-21.7055
train,images/train/low_conf_typical_04_52.jpg,labels/train/low_conf_typical_04_52.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"137.63,259.28,378.43,765.16",0 0.559722 0.500216 0.522352 0.494030,4.9297,1.0016,0.9835,-1.5341,6.4691,13.1877
train,images/train/low_conf_typical_04_53.jpg,labels/train/low_conf_typical_04_53.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"143.36,249.40,384.05,744.52",0 0.572029 0.485315 0.522110 0.483517,3.7653,0.9747,0.9701,-3.3242,12.4983,-1.8412
train,images/train/low_conf_typical_04_54.jpg,labels/train/low_conf_typical_04_54.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"148.92,221.43,376.84,735.96",0 0.570241 0.467472 0.494392 0.502468,-5.4776,1.064,0.9906,-1.872,12.7186,-16.5209
train,images/train/low_conf_typical_04_55.jpg,labels/train/low_conf_typical_04_55.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"130.09,287.35,344.16,761.68",0 0.514375 0.512221 0.464361 0.463210,-0.6945,1.039,0.9413,-3.2612,-14.2064,26.8641
train,images/train/low_conf_typical_04_56.jpg,labels/train/low_conf_typical_04_56.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"140.87,261.70,389.54,764.63",0 0.575288 0.501139 0.539407 0.491145,3.8217,0.9866,0.9859,-3.8228,13.597,14.5522
train,images/train/low_conf_typical_04_57.jpg,labels/train/low_conf_typical_04_57.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"141.76,253.26,331.79,776.71",0 0.513612 0.502915 0.412219 0.511182,0.5573,0.9889,1.0408,1.2612,-12.7618,18.3872
val,images/val/low_conf_typical_04_58.jpg,labels/val/low_conf_typical_04_58.txt,4,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-9d2da21d1878.jpg,low-conf,0.245,"147.90,227.59,350.02,749.02",0 0.540044 0.476859 0.438452 0.509215,-0.4677,0.9547,1.0372,-3.2035,-0.8464,-8.0056
train,images/train/low_conf_typical_05_01.jpg,labels/train/low_conf_typical_05_01.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,193.36,375.00,682.58",0 0.406724 0.427707 0.813448 0.477748,-4.6099,1.0463,1.0417,0.4396,-0.0239,-0.6872
train,images/train/low_conf_typical_05_02.jpg,labels/train/low_conf_typical_05_02.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"7.66,201.18,368.40,640.15",0 0.407877 0.410805 0.782508 0.428676,-2.419,0.9584,0.9603,0.2298,11.028,-21.5835
train,images/train/low_conf_typical_05_03.jpg,labels/train/low_conf_typical_05_03.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,214.86,383.78,678.45",0 0.416243 0.436189 0.832486 0.452722,4.9773,0.953,0.9892,-2.978,-6.6795,12.4835
train,images/train/low_conf_typical_05_04.jpg,labels/train/low_conf_typical_05_04.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,170.67,354.63,656.18",0 0.384630 0.403735 0.769260 0.474132,-4.0994,1.0507,1.036,-2.511,-11.8275,-24.8495
train,images/train/low_conf_typical_05_05.jpg,labels/train/low_conf_typical_05_05.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,210.54,344.96,657.29",0 0.374147 0.423746 0.748293 0.436279,-3.2647,0.9926,0.965,-0.6055,-16.6698,-8.8249
train,images/train/low_conf_typical_05_06.jpg,labels/train/low_conf_typical_05_06.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"13.72,231.19,368.79,687.47",0 0.414863 0.448569 0.770211 0.445587,-1.9235,0.9872,1.0035,-2.3899,11.8342,20.8431
train,images/train/low_conf_typical_05_07.jpg,labels/train/low_conf_typical_05_07.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,210.00,368.64,652.39",0 0.399830 0.421090 0.799661 0.432020,-3.7179,0.9961,0.9526,2.7204,-2.4686,-13.1921
train,images/train/low_conf_typical_05_08.jpg,labels/train/low_conf_typical_05_08.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,181.15,363.08,640.20",0 0.393794 0.401052 0.787587 0.448296,1.1743,1.04,1.0197,1.7586,0.3417,-23.7789
train,images/train/low_conf_typical_05_09.jpg,labels/train/low_conf_typical_05_09.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,176.43,356.05,652.69",0 0.386170 0.404840 0.772340 0.465098,-2.2689,1.0448,1.0416,-2.9324,-9.2724,-21.4809
train,images/train/low_conf_typical_05_10.jpg,labels/train/low_conf_typical_05_10.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,176.88,352.94,655.94",0 0.382801 0.406649 0.765602 0.467837,5.4158,1.0201,1.0052,2.6101,-19.8131,-15.2532
train,images/train/low_conf_typical_05_11.jpg,labels/train/low_conf_typical_05_11.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,224.43,381.33,665.74",0 0.413589 0.434654 0.827178 0.430972,2.3066,1.0304,0.9668,-3.3013,-6.6337,7.4675
train,images/train/low_conf_typical_05_12.jpg,labels/train/low_conf_typical_05_12.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"5.02,243.31,355.77,667.65",0 0.391309 0.444801 0.760861 0.414395,-0.0535,0.9429,0.9581,-2.0619,-3.2177,15.2122
train,images/train/low_conf_typical_05_13.jpg,labels/train/low_conf_typical_05_13.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,235.98,391.50,685.06",0 0.424623 0.449724 0.849245 0.438551,4.4248,1.0089,0.9562,-0.9816,7.8578,23.9247
train,images/train/low_conf_typical_05_14.jpg,labels/train/low_conf_typical_05_14.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,226.30,351.74,677.49",0 0.381498 0.441301 0.762996 0.440613,-2.2188,0.9956,0.9888,-0.6126,-7.8773,11.929
train,images/train/low_conf_typical_05_15.jpg,labels/train/low_conf_typical_05_15.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,181.09,366.76,659.25",0 0.397793 0.410320 0.795585 0.466951,-4.1378,1.0597,1.0176,-3.0369,0.5258,-19.5031
train,images/train/low_conf_typical_05_16.jpg,labels/train/low_conf_typical_05_16.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,237.00,362.80,689.95",0 0.393488 0.452612 0.786976 0.442330,-2.7623,0.9814,0.9882,2.0102,-2.9734,22.8227
train,images/train/low_conf_typical_05_17.jpg,labels/train/low_conf_typical_05_17.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.56,202.37,378.07,654.50",0 0.410662 0.418394 0.818910 0.441527,4.0027,1.0288,0.9633,2.4011,10.5714,-7.5933
val,images/val/low_conf_typical_05_18.jpg,labels/val/low_conf_typical_05_18.txt,5,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-10e2bd10cbf4.jpg,low-conf,0.268,"0.00,212.96,366.84,680.22",0 0.397879 0.436125 0.795759 0.456304,-5.2723,0.9503,0.9887,-0.6187,5.651,3.8516
train,images/train/low_conf_typical_07_01.jpg,labels/train/low_conf_typical_07_01.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"60.84,197.94,449.23,602.40",0 0.553217 0.390789 0.842493 0.394976,2.5766,0.9583,0.9535,-1.7891,17.8691,16.0397
train,images/train/low_conf_typical_07_02.jpg,labels/train/low_conf_typical_07_02.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"35.55,165.61,428.90,567.94",0 0.503740 0.358181 0.853243 0.392906,-2.461,0.9713,0.9495,1.9302,14.6222,-18.1526
train,images/train/low_conf_typical_07_03.jpg,labels/train/low_conf_typical_07_03.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"22.00,145.89,428.28,589.14",0 0.488372 0.358903 0.881295 0.432859,-5.0554,1.0552,0.9992,-3.3149,2.1113,-10.4407
train,images/train/low_conf_typical_07_04.jpg,labels/train/low_conf_typical_07_04.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"8.78,165.03,450.00,609.86",0 0.497585 0.378364 0.957095 0.434410,4.1453,1.062,1.0244,-1.9325,-12.2703,12.556
train,images/train/low_conf_typical_07_05.jpg,labels/train/low_conf_typical_07_05.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"48.00,116.79,459.34,574.94",0 0.550267 0.337758 0.892275 0.447408,4.5871,0.9633,1.0583,-2.2583,9.3181,-24.679
train,images/train/low_conf_typical_07_06.jpg,labels/train/low_conf_typical_07_06.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"13.40,153.84,423.19,592.17",0 0.473530 0.364265 0.888911 0.428053,-3.5589,0.9551,1.0253,3.6412,8.1635,-2.3069
train,images/train/low_conf_typical_07_07.jpg,labels/train/low_conf_typical_07_07.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"0.00,161.30,403.96,600.03",0 0.438133 0.371745 0.876267 0.428452,-2.7785,0.9622,1.0361,3.3297,-11.2218,7.0869
train,images/train/low_conf_typical_07_08.jpg,labels/train/low_conf_typical_07_08.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"36.53,183.53,431.12,616.93",0 0.507207 0.390849 0.855940 0.423236,2.8876,0.9463,1.0216,-2.669,-6.9273,25.0694
train,images/train/low_conf_typical_07_09.jpg,labels/train/low_conf_typical_07_09.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"41.33,177.64,402.28,595.86",0 0.481130 0.377688 0.782969 0.408418,-1.5208,0.9508,1.0013,-0.8483,-4.0558,9.1318
train,images/train/low_conf_typical_07_10.jpg,labels/train/low_conf_typical_07_10.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"26.20,157.65,436.88,588.50",0 0.502258 0.364328 0.890861 0.420753,4.1524,0.954,0.999,-3.462,-13.699,-5.4943
train,images/train/low_conf_typical_07_11.jpg,labels/train/low_conf_typical_07_11.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"20.43,135.62,432.49,575.23",0 0.491246 0.347092 0.893840 0.429307,-5.1531,1.053,0.9903,-2.4503,5.6228,-23.9332
train,images/train/low_conf_typical_07_12.jpg,labels/train/low_conf_typical_07_12.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"1.87,145.49,429.79,592.23",0 0.468180 0.360218 0.928254 0.436269,-4.826,1.0367,1.0191,0.8049,2.0913,-7.2161
train,images/train/low_conf_typical_07_13.jpg,labels/train/low_conf_typical_07_13.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"1.96,138.00,403.27,570.53",0 0.439514 0.345959 0.870533 0.422388,-4.5736,0.9488,0.9961,2.0436,-9.4107,-25.0311
train,images/train/low_conf_typical_07_14.jpg,labels/train/low_conf_typical_07_14.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"40.11,189.65,419.09,589.73",0 0.498049 0.380555 0.822083 0.390707,-0.9399,1.0051,0.9649,-0.5911,3.1302,7.2079
train,images/train/low_conf_typical_07_15.jpg,labels/train/low_conf_typical_07_15.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"29.79,168.83,424.84,600.71",0 0.493083 0.375749 0.856941 0.421761,-2.8061,0.9791,1.0162,1.1475,9.3752,8.7702
train,images/train/low_conf_typical_07_16.jpg,labels/train/low_conf_typical_07_16.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"12.51,123.92,428.01,571.71",0 0.477791 0.339664 0.901297 0.437292,-2.5781,1.0327,1.0564,1.2654,2.5998,-22.763
train,images/train/low_conf_typical_07_17.jpg,labels/train/low_conf_typical_07_17.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"21.71,158.77,395.56,590.68",0 0.452567 0.365942 0.810948 0.421794,-5.2292,0.9787,0.974,-3.9918,-15.8919,-6.4821
val,images/val/low_conf_typical_07_18.jpg,labels/val/low_conf_typical_07_18.txt,7,D:\JLAO\uploads\frames\live-5837325d545c\phone-380e7dc2a83f.jpg,low-conf,0.251,"30.23,199.83,409.28,607.33",0 0.476689 0.394124 0.822248 0.397952,1.889,0.9413,0.9713,-1.9407,-16.4294,21.9044
train,images/train/low_conf_typical_08_01.jpg,labels/train/low_conf_typical_08_01.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,64.09,453.16,662.66",0 0.491496 0.354854 0.982993 0.584542,-0.1354,1.0266,1.0198,-1.0354,5.8673,5.6919
train,images/train/low_conf_typical_08_02.jpg,labels/train/low_conf_typical_08_02.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,67.91,460.00,661.85",0 0.498915 0.356325 0.997831 0.580016,3.2512,1.039,0.9705,1.1225,6.0848,0.4609
train,images/train/low_conf_typical_08_03.jpg,labels/train/low_conf_typical_08_03.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,70.60,460.00,663.26",0 0.498915 0.358328 0.997831 0.578764,4.7817,0.9988,0.9554,-1.704,-6.1401,-0.2329
train,images/train/low_conf_typical_08_04.jpg,labels/train/low_conf_typical_08_04.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,55.86,460.00,686.04",0 0.498915 0.362257 0.997831 0.615412,2.8872,1.0583,1.0391,-1.9395,-10.8961,16.4555
train,images/train/low_conf_typical_08_05.jpg,labels/train/low_conf_typical_08_05.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,85.15,431.98,683.71",0 0.468524 0.375420 0.937048 0.584538,-1.3763,0.9731,1.0061,3.6075,-9.6229,24.1223
train,images/train/low_conf_typical_08_06.jpg,labels/train/low_conf_typical_08_06.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"15.71,95.11,446.40,664.62",0 0.501205 0.370962 0.934265 0.556161,1.0722,0.9831,0.9581,1.4167,14.3282,13.1584
train,images/train/low_conf_typical_08_07.jpg,labels/train/low_conf_typical_08_07.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,53.81,460.00,684.68",0 0.498915 0.360590 0.997831 0.616085,1.3262,0.9943,1.0609,-2.252,7.9018,17.9307
train,images/train/low_conf_typical_08_08.jpg,labels/train/low_conf_typical_08_08.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,53.78,449.97,707.14",0 0.488036 0.371545 0.976072 0.638043,-5.2218,0.9592,1.0605,3.4413,1.699,26.2896
train,images/train/low_conf_typical_08_09.jpg,labels/train/low_conf_typical_08_09.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,54.74,441.06,650.45",0 0.478373 0.344330 0.956746 0.581754,-0.4643,1.0568,1.0108,2.7442,-13.3008,-6.5918
train,images/train/low_conf_typical_08_10.jpg,labels/train/low_conf_typical_08_10.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,52.66,443.78,666.76",0 0.481318 0.351282 0.962637 0.599708,-0.8309,1.0494,1.0372,1.0105,-5.7541,4.4412
train,images/train/low_conf_typical_08_11.jpg,labels/train/low_conf_typical_08_11.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,20.51,460.00,657.89",0 0.498915 0.331250 0.997831 0.622433,3.0442,1.0501,1.0479,0.0064,7.1147,-13.683
train,images/train/low_conf_typical_08_12.jpg,labels/train/low_conf_typical_08_12.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,63.82,453.57,691.39",0 0.491938 0.368756 0.983876 0.612856,3.0018,0.9678,1.0368,-1.9917,-14.4663,22.6947
train,images/train/low_conf_typical_08_13.jpg,labels/train/low_conf_typical_08_13.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,56.21,432.45,677.49",0 0.469038 0.358253 0.938075 0.606713,-1.0841,1.0232,1.0468,1.7117,-14.2322,12.9131
train,images/train/low_conf_typical_08_14.jpg,labels/train/low_conf_typical_08_14.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.51,48.60,440.99,633.79",0 0.478845 0.333197 0.955490 0.571474,-3.4292,0.9614,0.9568,-1.0504,8.8545,-26.85
train,images/train/low_conf_typical_08_15.jpg,labels/train/low_conf_typical_08_15.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,44.09,460.00,686.22",0 0.498915 0.356596 0.997831 0.627073,2.0821,1.0662,1.0657,3.1953,18.7031,15.1882
train,images/train/low_conf_typical_08_16.jpg,labels/train/low_conf_typical_08_16.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,59.16,444.61,633.02",0 0.482221 0.337980 0.964443 0.560405,3.0015,1.0327,0.94,0.6561,-13.6215,-23.0311
train,images/train/low_conf_typical_08_17.jpg,labels/train/low_conf_typical_08_17.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"0.00,58.87,449.59,655.80",0 0.487629 0.348958 0.975258 0.582940,1.9987,1.0203,0.9936,-0.967,-12.0288,-3.9951
val,images/val/low_conf_typical_08_18.jpg,labels/val/low_conf_typical_08_18.txt,8,D:\JLAO\uploads\frames\live-9c21a186c141\phone-af2a272830d2.jpg,low-conf,0.21,"6.58,42.35,453.62,666.19",0 0.499131 0.345970 0.969736 0.609221,2.3179,1.019,1.0336,1.8998,11.8198,-0.6605
