source_dataset,source_split,split,source_image,image,label
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_059_2.jpg,images/val/composite_v2__val__bangle_comp_059_2.jpg,labels/val/composite_v2__val__bangle_comp_059_2.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_067_1.jpg,images/val/composite_v2__val__bangle_comp_067_1.jpg,labels/val/composite_v2__val__bangle_comp_067_1.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_067_2.jpg,images/val/composite_v2__val__bangle_comp_067_2.jpg,labels/val/composite_v2__val__bangle_comp_067_2.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_072_1.jpg,images/val/composite_v2__val__bangle_comp_072_1.jpg,labels/val/composite_v2__val__bangle_comp_072_1.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_072_2.jpg,images/val/composite_v2__val__bangle_comp_072_2.jpg,labels/val/composite_v2__val__bangle_comp_072_2.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_075_1.jpg,images/val/composite_v2__val__bangle_comp_075_1.jpg,labels/val/composite_v2__val__bangle_comp_075_1.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_075_2.jpg,images/val/composite_v2__val__bangle_comp_075_2.jpg,labels/val/composite_v2__val__bangle_comp_075_2.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_082_1.jpg,images/val/composite_v2__val__bangle_comp_082_1.jpg,labels/val/composite_v2__val__bangle_comp_082_1.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_082_2.jpg,images/val/composite_v2__val__bangle_comp_082_2.jpg,labels/val/composite_v2__val__bangle_comp_082_2.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_092_1.jpg,images/val/composite_v2__val__bangle_comp_092_1.jpg,labels/val/composite_v2__val__bangle_comp_092_1.txt
composite_v2,val,val,data/jade_bangle_composite_200_v2/images/val/bangle_comp_092_2.jpg,images/val/composite_v2__val__bangle_comp_092_2.jpg,labels/val/composite_v2__val__bangle_comp_092_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_003_1.jpg,images/test/composite_v2__test__bangle_comp_003_1.jpg,labels/test/composite_v2__test__bangle_comp_003_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_003_2.jpg,images/test/composite_v2__test__bangle_comp_003_2.jpg,labels/test/composite_v2__test__bangle_comp_003_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_004_1.jpg,images/test/composite_v2__test__bangle_comp_004_1.jpg,labels/test/composite_v2__test__bangle_comp_004_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_004_2.jpg,images/test/composite_v2__test__bangle_comp_004_2.jpg,labels/test/composite_v2__test__bangle_comp_004_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_007_1.jpg,images/test/composite_v2__test__bangle_comp_007_1.jpg,labels/test/composite_v2__test__bangle_comp_007_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_007_2.jpg,images/test/composite_v2__test__bangle_comp_007_2.jpg,labels/test/composite_v2__test__bangle_comp_007_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_015_1.jpg,images/test/composite_v2__test__bangle_comp_015_1.jpg,labels/test/composite_v2__test__bangle_comp_015_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_015_2.jpg,images/test/composite_v2__test__bangle_comp_015_2.jpg,labels/test/composite_v2__test__bangle_comp_015_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_022_1.jpg,images/test/composite_v2__test__bangle_comp_022_1.jpg,labels/test/composite_v2__test__bangle_comp_022_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_022_2.jpg,images/test/composite_v2__test__bangle_comp_022_2.jpg,labels/test/composite_v2__test__bangle_comp_022_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_023_1.jpg,images/test/composite_v2__test__bangle_comp_023_1.jpg,labels/test/composite_v2__test__bangle_comp_023_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_023_2.jpg,images/test/composite_v2__test__bangle_comp_023_2.jpg,labels/test/composite_v2__test__bangle_comp_023_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_024_1.jpg,images/test/composite_v2__test__bangle_comp_024_1.jpg,labels/test/composite_v2__test__bangle_comp_024_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_024_2.jpg,images/test/composite_v2__test__bangle_comp_024_2.jpg,labels/test/composite_v2__test__bangle_comp_024_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_025_1.jpg,images/test/composite_v2__test__bangle_comp_025_1.jpg,labels/test/composite_v2__test__bangle_comp_025_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_025_2.jpg,images/test/composite_v2__test__bangle_comp_025_2.jpg,labels/test/composite_v2__test__bangle_comp_025_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_033_1.jpg,images/test/composite_v2__test__bangle_comp_033_1.jpg,labels/test/composite_v2__test__bangle_comp_033_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_033_2.jpg,images/test/composite_v2__test__bangle_comp_033_2.jpg,labels/test/composite_v2__test__bangle_comp_033_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_035_1.jpg,images/test/composite_v2__test__bangle_comp_035_1.jpg,labels/test/composite_v2__test__bangle_comp_035_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_035_2.jpg,images/test/composite_v2__test__bangle_comp_035_2.jpg,labels/test/composite_v2__test__bangle_comp_035_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_040_1.jpg,images/test/composite_v2__test__bangle_comp_040_1.jpg,labels/test/composite_v2__test__bangle_comp_040_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_040_2.jpg,images/test/composite_v2__test__bangle_comp_040_2.jpg,labels/test/composite_v2__test__bangle_comp_040_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_041_1.jpg,images/test/composite_v2__test__bangle_comp_041_1.jpg,labels/test/composite_v2__test__bangle_comp_041_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_041_2.jpg,images/test/composite_v2__test__bangle_comp_041_2.jpg,labels/test/composite_v2__test__bangle_comp_041_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_045_1.jpg,images/test/composite_v2__test__bangle_comp_045_1.jpg,labels/test/composite_v2__test__bangle_comp_045_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_045_2.jpg,images/test/composite_v2__test__bangle_comp_045_2.jpg,labels/test/composite_v2__test__bangle_comp_045_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_052_1.jpg,images/test/composite_v2__test__bangle_comp_052_1.jpg,labels/test/composite_v2__test__bangle_comp_052_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_052_2.jpg,images/test/composite_v2__test__bangle_comp_052_2.jpg,labels/test/composite_v2__test__bangle_comp_052_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_056_1.jpg,images/test/composite_v2__test__bangle_comp_056_1.jpg,labels/test/composite_v2__test__bangle_comp_056_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_056_2.jpg,images/test/composite_v2__test__bangle_comp_056_2.jpg,labels/test/composite_v2__test__bangle_comp_056_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_057_1.jpg,images/test/composite_v2__test__bangle_comp_057_1.jpg,labels/test/composite_v2__test__bangle_comp_057_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_057_2.jpg,images/test/composite_v2__test__bangle_comp_057_2.jpg,labels/test/composite_v2__test__bangle_comp_057_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_069_1.jpg,images/test/composite_v2__test__bangle_comp_069_1.jpg,labels/test/composite_v2__test__bangle_comp_069_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_069_2.jpg,images/test/composite_v2__test__bangle_comp_069_2.jpg,labels/test/composite_v2__test__bangle_comp_069_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_073_1.jpg,images/test/composite_v2__test__bangle_comp_073_1.jpg,labels/test/composite_v2__test__bangle_comp_073_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_073_2.jpg,images/test/composite_v2__test__bangle_comp_073_2.jpg,labels/test/composite_v2__test__bangle_comp_073_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_074_1.jpg,images/test/composite_v2__test__bangle_comp_074_1.jpg,labels/test/composite_v2__test__bangle_comp_074_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_074_2.jpg,images/test/composite_v2__test__bangle_comp_074_2.jpg,labels/test/composite_v2__test__bangle_comp_074_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_078_1.jpg,images/test/composite_v2__test__bangle_comp_078_1.jpg,labels/test/composite_v2__test__bangle_comp_078_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_078_2.jpg,images/test/composite_v2__test__bangle_comp_078_2.jpg,labels/test/composite_v2__test__bangle_comp_078_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_079_1.jpg,images/test/composite_v2__test__bangle_comp_079_1.jpg,labels/test/composite_v2__test__bangle_comp_079_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_079_2.jpg,images/test/composite_v2__test__bangle_comp_079_2.jpg,labels/test/composite_v2__test__bangle_comp_079_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_086_1.jpg,images/test/composite_v2__test__bangle_comp_086_1.jpg,labels/test/composite_v2__test__bangle_comp_086_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_086_2.jpg,images/test/composite_v2__test__bangle_comp_086_2.jpg,labels/test/composite_v2__test__bangle_comp_086_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_094_1.jpg,images/test/composite_v2__test__bangle_comp_094_1.jpg,labels/test/composite_v2__test__bangle_comp_094_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_094_2.jpg,images/test/composite_v2__test__bangle_comp_094_2.jpg,labels/test/composite_v2__test__bangle_comp_094_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_096_1.jpg,images/test/composite_v2__test__bangle_comp_096_1.jpg,labels/test/composite_v2__test__bangle_comp_096_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_096_2.jpg,images/test/composite_v2__test__bangle_comp_096_2.jpg,labels/test/composite_v2__test__bangle_comp_096_2.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_100_1.jpg,images/test/composite_v2__test__bangle_comp_100_1.jpg,labels/test/composite_v2__test__bangle_comp_100_1.txt
composite_v2,test,test,data/jade_bangle_composite_200_v2/images/test/bangle_comp_100_2.jpg,images/test/composite_v2__test__bangle_comp_100_2.jpg,labels/test/composite_v2__test__bangle_comp_100_2.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_001.jpg,images/train/liveroom_100__train__bangle_liveroom_001.jpg,labels/train/liveroom_100__train__bangle_liveroom_001.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_002.jpg,images/train/liveroom_100__train__bangle_liveroom_002.jpg,labels/train/liveroom_100__train__bangle_liveroom_002.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_003.jpg,images/train/liveroom_100__train__bangle_liveroom_003.jpg,labels/train/liveroom_100__train__bangle_liveroom_003.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_004.jpg,images/train/liveroom_100__train__bangle_liveroom_004.jpg,labels/train/liveroom_100__train__bangle_liveroom_004.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_005.jpg,images/train/liveroom_100__train__bangle_liveroom_005.jpg,labels/train/liveroom_100__train__bangle_liveroom_005.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_006.jpg,images/train/liveroom_100__train__bangle_liveroom_006.jpg,labels/train/liveroom_100__train__bangle_liveroom_006.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_007.jpg,images/train/liveroom_100__train__bangle_liveroom_007.jpg,labels/train/liveroom_100__train__bangle_liveroom_007.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_008.jpg,images/train/liveroom_100__train__bangle_liveroom_008.jpg,labels/train/liveroom_100__train__bangle_liveroom_008.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_009.jpg,images/train/liveroom_100__train__bangle_liveroom_009.jpg,labels/train/liveroom_100__train__bangle_liveroom_009.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_011.jpg,images/train/liveroom_100__train__bangle_liveroom_011.jpg,labels/train/liveroom_100__train__bangle_liveroom_011.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_012.jpg,images/train/liveroom_100__train__bangle_liveroom_012.jpg,labels/train/liveroom_100__train__bangle_liveroom_012.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_013.jpg,images/train/liveroom_100__train__bangle_liveroom_013.jpg,labels/train/liveroom_100__train__bangle_liveroom_013.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_014.jpg,images/train/liveroom_100__train__bangle_liveroom_014.jpg,labels/train/liveroom_100__train__bangle_liveroom_014.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_015.jpg,images/train/liveroom_100__train__bangle_liveroom_015.jpg,labels/train/liveroom_100__train__bangle_liveroom_015.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_016.jpg,images/train/liveroom_100__train__bangle_liveroom_016.jpg,labels/train/liveroom_100__train__bangle_liveroom_016.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_017.jpg,images/train/liveroom_100__train__bangle_liveroom_017.jpg,labels/train/liveroom_100__train__bangle_liveroom_017.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_018.jpg,images/train/liveroom_100__train__bangle_liveroom_018.jpg,labels/train/liveroom_100__train__bangle_liveroom_018.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_019.jpg,images/train/liveroom_100__train__bangle_liveroom_019.jpg,labels/train/liveroom_100__train__bangle_liveroom_019.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_021.jpg,images/train/liveroom_100__train__bangle_liveroom_021.jpg,labels/train/liveroom_100__train__bangle_liveroom_021.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_022.jpg,images/train/liveroom_100__train__bangle_liveroom_022.jpg,labels/train/liveroom_100__train__bangle_liveroom_022.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_023.jpg,images/train/liveroom_100__train__bangle_liveroom_023.jpg,labels/train/liveroom_100__train__bangle_liveroom_023.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_024.jpg,images/train/liveroom_100__train__bangle_liveroom_024.jpg,labels/train/liveroom_100__train__bangle_liveroom_024.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_025.jpg,images/train/liveroom_100__train__bangle_liveroom_025.jpg,labels/train/liveroom_100__train__bangle_liveroom_025.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_026.jpg,images/train/liveroom_100__train__bangle_liveroom_026.jpg,labels/train/liveroom_100__train__bangle_liveroom_026.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_027.jpg,images/train/liveroom_100__train__bangle_liveroom_027.jpg,labels/train/liveroom_100__train__bangle_liveroom_027.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_028.jpg,images/train/liveroom_100__train__bangle_liveroom_028.jpg,labels/train/liveroom_100__train__bangle_liveroom_028.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_029.jpg,images/train/liveroom_100__train__bangle_liveroom_029.jpg,labels/train/liveroom_100__train__bangle_liveroom_029.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_031.jpg,images/train/liveroom_100__train__bangle_liveroom_031.jpg,labels/train/liveroom_100__train__bangle_liveroom_031.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_032.jpg,images/train/liveroom_100__train__bangle_liveroom_032.jpg,labels/train/liveroom_100__train__bangle_liveroom_032.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_033.jpg,images/train/liveroom_100__train__bangle_liveroom_033.jpg,labels/train/liveroom_100__train__bangle_liveroom_033.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_034.jpg,images/train/liveroom_100__train__bangle_liveroom_034.jpg,labels/train/liveroom_100__train__bangle_liveroom_034.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_035.jpg,images/train/liveroom_100__train__bangle_liveroom_035.jpg,labels/train/liveroom_100__train__bangle_liveroom_035.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_036.jpg,images/train/liveroom_100__train__bangle_liveroom_036.jpg,labels/train/liveroom_100__train__bangle_liveroom_036.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_037.jpg,images/train/liveroom_100__train__bangle_liveroom_037.jpg,labels/train/liveroom_100__train__bangle_liveroom_037.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_038.jpg,images/train/liveroom_100__train__bangle_liveroom_038.jpg,labels/train/liveroom_100__train__bangle_liveroom_038.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_039.jpg,images/train/liveroom_100__train__bangle_liveroom_039.jpg,labels/train/liveroom_100__train__bangle_liveroom_039.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_041.jpg,images/train/liveroom_100__train__bangle_liveroom_041.jpg,labels/train/liveroom_100__train__bangle_liveroom_041.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_042.jpg,images/train/liveroom_100__train__bangle_liveroom_042.jpg,labels/train/liveroom_100__train__bangle_liveroom_042.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_043.jpg,images/train/liveroom_100__train__bangle_liveroom_043.jpg,labels/train/liveroom_100__train__bangle_liveroom_043.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_044.jpg,images/train/liveroom_100__train__bangle_liveroom_044.jpg,labels/train/liveroom_100__train__bangle_liveroom_044.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_045.jpg,images/train/liveroom_100__train__bangle_liveroom_045.jpg,labels/train/liveroom_100__train__bangle_liveroom_045.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_046.jpg,images/train/liveroom_100__train__bangle_liveroom_046.jpg,labels/train/liveroom_100__train__bangle_liveroom_046.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_047.jpg,images/train/liveroom_100__train__bangle_liveroom_047.jpg,labels/train/liveroom_100__train__bangle_liveroom_047.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_048.jpg,images/train/liveroom_100__train__bangle_liveroom_048.jpg,labels/train/liveroom_100__train__bangle_liveroom_048.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_049.jpg,images/train/liveroom_100__train__bangle_liveroom_049.jpg,labels/train/liveroom_100__train__bangle_liveroom_049.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_051.jpg,images/train/liveroom_100__train__bangle_liveroom_051.jpg,labels/train/liveroom_100__train__bangle_liveroom_051.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_052.jpg,images/train/liveroom_100__train__bangle_liveroom_052.jpg,labels/train/liveroom_100__train__bangle_liveroom_052.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_053.jpg,images/train/liveroom_100__train__bangle_liveroom_053.jpg,labels/train/liveroom_100__train__bangle_liveroom_053.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_054.jpg,images/train/liveroom_100__train__bangle_liveroom_054.jpg,labels/train/liveroom_100__train__bangle_liveroom_054.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_055.jpg,images/train/liveroom_100__train__bangle_liveroom_055.jpg,labels/train/liveroom_100__train__bangle_liveroom_055.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_056.jpg,images/train/liveroom_100__train__bangle_liveroom_056.jpg,labels/train/liveroom_100__train__bangle_liveroom_056.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_057.jpg,images/train/liveroom_100__train__bangle_liveroom_057.jpg,labels/train/liveroom_100__train__bangle_liveroom_057.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_058.jpg,images/train/liveroom_100__train__bangle_liveroom_058.jpg,labels/train/liveroom_100__train__bangle_liveroom_058.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_059.jpg,images/train/liveroom_100__train__bangle_liveroom_059.jpg,labels/train/liveroom_100__train__bangle_liveroom_059.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_061.jpg,images/train/liveroom_100__train__bangle_liveroom_061.jpg,labels/train/liveroom_100__train__bangle_liveroom_061.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_062.jpg,images/train/liveroom_100__train__bangle_liveroom_062.jpg,labels/train/liveroom_100__train__bangle_liveroom_062.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_063.jpg,images/train/liveroom_100__train__bangle_liveroom_063.jpg,labels/train/liveroom_100__train__bangle_liveroom_063.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_064.jpg,images/train/liveroom_100__train__bangle_liveroom_064.jpg,labels/train/liveroom_100__train__bangle_liveroom_064.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_065.jpg,images/train/liveroom_100__train__bangle_liveroom_065.jpg,labels/train/liveroom_100__train__bangle_liveroom_065.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_066.jpg,images/train/liveroom_100__train__bangle_liveroom_066.jpg,labels/train/liveroom_100__train__bangle_liveroom_066.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_067.jpg,images/train/liveroom_100__train__bangle_liveroom_067.jpg,labels/train/liveroom_100__train__bangle_liveroom_067.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_068.jpg,images/train/liveroom_100__train__bangle_liveroom_068.jpg,labels/train/liveroom_100__train__bangle_liveroom_068.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_069.jpg,images/train/liveroom_100__train__bangle_liveroom_069.jpg,labels/train/liveroom_100__train__bangle_liveroom_069.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_071.jpg,images/train/liveroom_100__train__bangle_liveroom_071.jpg,labels/train/liveroom_100__train__bangle_liveroom_071.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_072.jpg,images/train/liveroom_100__train__bangle_liveroom_072.jpg,labels/train/liveroom_100__train__bangle_liveroom_072.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_073.jpg,images/train/liveroom_100__train__bangle_liveroom_073.jpg,labels/train/liveroom_100__train__bangle_liveroom_073.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_074.jpg,images/train/liveroom_100__train__bangle_liveroom_074.jpg,labels/train/liveroom_100__train__bangle_liveroom_074.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_075.jpg,images/train/liveroom_100__train__bangle_liveroom_075.jpg,labels/train/liveroom_100__train__bangle_liveroom_075.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_076.jpg,images/train/liveroom_100__train__bangle_liveroom_076.jpg,labels/train/liveroom_100__train__bangle_liveroom_076.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_077.jpg,images/train/liveroom_100__train__bangle_liveroom_077.jpg,labels/train/liveroom_100__train__bangle_liveroom_077.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_078.jpg,images/train/liveroom_100__train__bangle_liveroom_078.jpg,labels/train/liveroom_100__train__bangle_liveroom_078.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_079.jpg,images/train/liveroom_100__train__bangle_liveroom_079.jpg,labels/train/liveroom_100__train__bangle_liveroom_079.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_081.jpg,images/train/liveroom_100__train__bangle_liveroom_081.jpg,labels/train/liveroom_100__train__bangle_liveroom_081.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_082.jpg,images/train/liveroom_100__train__bangle_liveroom_082.jpg,labels/train/liveroom_100__train__bangle_liveroom_082.txt
liveroom_100,train,train,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_083.jpg,images/train/liveroom_100__train__bangle_liveroom_083.jpg,labels/train/liveroom_100__train__bangle_liveroom_083.txt
