split,image,label,source_sample,source_image,source_kind,source_confidence,bbox_xyxy,bbox_yolo,angle,scale_x,scale_y,shear,tx,ty
train,images/train/low_conf_typical_10_03.jpg,labels/train/low_conf_typical_10_03.txt,10,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-f59dd648fa03.jpg,manual-no-detection,0.0,"69.69,137.49,404.08,644.88",0 0.513856 0.382019 0.725364 0.495493,0.6968,1.0602,1.0538,-1.4054,11.393,17.3101
train,images/train/low_conf_typical_10_04.jpg,labels/train/low_conf_typical_10_04.txt,10,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-f59dd648fa03.jpg,manual-no-detection,0.0,"80.98,89.56,405.11,607.28",0 0.527213 0.340255 0.703086 0.505593,2.1671,1.0406,1.0589,0.5548,18.5207,-24.531
train,images/train/low_conf_typical_10_05.jpg,labels/train/low_conf_typical_10_05.txt,10,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-f59dd648fa03.jpg,manual-no-detection,0.0,"60.64,166.19,395.75,645.57",0 0.495007 0.396370 0.726924 0.468147,0.5693,1.0241,0.9971,-3.029,-0.783,24.5272
train,images/train/low_conf_typical_10_06.jpg,labels/train/low_conf_typical_10_06.txt,10,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-f59dd648fa03.jpg,manual-no-detection,0.0,"39.87,121.68,409.17,630.57",0 0.487033 0.367310 0.801092 0.496969,5.1373,0.9895,1.0195,-3.7705,-17.3409,-2.8015
train,images/train/low_conf_typical_10_07.jpg,labels/train/low_conf_typical_10_07.txt,10,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-f59dd648fa03.jpg,manual-no-detection,0.0,"41.33,151.28,376.62,629.43",0 0.453308 0.381207 0.727324 0.466948,-1.6966,1.0638,0.9791,-3.9458,-16.4688,6.5265
train,images/train/low_conf_typical_10_08.jpg,labels/train/low_conf_typical_10_08.txt,10,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-f59dd648fa03.jpg,manual-no-detection,0.0,"90.74,155.35,385.83,608.15",0 0.516895 0.372804 0.640113 0.442187,-0.5025,0.974,0.942,0.1144,18.3701,-6.9337
train,images/train/low_conf_typical_10_09.jpg,labels/train/low_conf_typical_10_09.txt,10,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-f59dd648fa03.jpg,manual-no-detection,0.0,"14.58,103.28,369.16,625.75",0 0.416208 0.355972 0.769153 0.510224,-4.9044,0.9646,1.05,2.8938,-10.811,-11.8158
val,images/val/low_conf_typical_10_10.jpg,labels/val/low_conf_typical_10_10.txt,10,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-f59dd648fa03.jpg,manual-no-detection,0.0,"58.49,157.01,402.82,627.45",0 0.500339 0.383037 0.746932 0.459418,4.5084,0.9901,0.941,-1.8971,-4.2279,3.5424
train,images/train/low_conf_typical_12_01.jpg,labels/train/low_conf_typical_12_01.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"37.00,52.44,455.36,815.38",0 0.534008 0.423741 0.907501 0.745065,3.6552,1.0569,0.9456,-2.6464,-8.2489,-5.7073
train,images/train/low_conf_typical_12_02.jpg,labels/train/low_conf_typical_12_02.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"54.37,52.46,460.00,862.45",0 0.557881 0.446733 0.879900 0.791012,4.4967,1.0469,1.0015,-2.6929,14.3304,21.8089
train,images/train/low_conf_typical_12_03.jpg,labels/train/low_conf_typical_12_03.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"62.72,35.99,455.60,811.68",0 0.562168 0.413902 0.852227 0.757518,2.8624,1.0251,0.9667,-2.1261,6.7412,-13.7665
train,images/train/low_conf_typical_12_04.jpg,labels/train/low_conf_typical_12_04.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"68.14,59.00,394.80,831.47",0 0.502111 0.434799 0.708594 0.754364,-0.5461,0.9416,0.9769,1.4104,-10.5486,9.5484
train,images/train/low_conf_typical_12_05.jpg,labels/train/low_conf_typical_12_05.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"52.83,0.00,460.00,821.80",0 0.556210 0.401270 0.883242 0.802539,3.5554,1.0452,1.0298,-2.959,10.0275,-25.2577
train,images/train/low_conf_typical_12_06.jpg,labels/train/low_conf_typical_12_06.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"37.30,73.15,425.80,838.25",0 0.502282 0.445019 0.842744 0.747166,-3.1859,1.0596,0.9492,0.7236,-9.7697,18.4566
train,images/train/low_conf_typical_12_07.jpg,labels/train/low_conf_typical_12_07.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"88.88,33.74,447.43,833.16",0 0.581680 0.423292 0.777767 0.780685,-1.7058,1.0366,1.0005,-3.7384,19.3384,0.0704
train,images/train/low_conf_typical_12_08.jpg,labels/train/low_conf_typical_12_08.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"59.06,52.29,454.41,859.89",0 0.556910 0.445401 0.857586 0.788665,-3.9387,0.9883,1.0021,1.9323,19.4452,22.9051
train,images/train/low_conf_typical_12_09.jpg,labels/train/low_conf_typical_12_09.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"85.17,44.04,420.85,810.37",0 0.548835 0.417190 0.728160 0.748364,1.5941,1.0066,0.9613,0.4828,5.965,-10.2471
val,images/val/low_conf_typical_12_10.jpg,labels/val/low_conf_typical_12_10.txt,12,D:\JLAO\uploads\frames\live-1b7df07d370d\phone-4a3318802e34.jpg,manual-no-detection,0.0,"43.29,19.03,441.11,801.50",0 0.525378 0.400652 0.862963 0.764135,-3.7688,1.0444,0.9686,1.1434,2.5367,-25.4177
